조건,다음날상승확률(%),발생횟수,기준선대비(%p),평균수익(%)
"거래량1.5 + 종가하락3",63.5,52,12.4,0.64
"5%하락 + 갭하락2 + 거래량1.5",63.5,52,12.4,0.67
"3일-10% + 갭하락2 + 고변동5",63.5,52,12.4,1.64
"20아래 + 5%하락 + 종가하락2",63.4,93,12.3,1.45
"20아래 + 3일-10% + 음봉4",63.4,41,12.3,0.55
"5%하락 + 이격-5 + 종가하락2",63.4,82,12.3,1.42
"5%하락 + 갭하락1 + 종가하락2",63.4,71,12.3,1.23
"5_10상향 + 60위 + 고변동5",63.3,30,12.2,0.74
"3일+10% + 고변동8 + 이격+10",63.3,30,12.2,1.30
"3%하락 + RSI과매수70 + 이격+10",63.3,30,12.2,0.23
"20위 + 5%하락 + 이격+5",63.3,30,12.2,0.39
"3%하락 + 5%하락 + 이격+5",63.3,30,12.2,0.39
"5%하락 + 음봉1 + 이격+5",63.3,30,12.2,0.39
"5%하락 + 이격+5",63.3,30,12.2,0.39
"3%하락 + 5_10하향 + 종가하락2",63.3,30,12.2,0.63
"5_10상향 + 갭상승1 + 종가상승2",63.3,30,12.2,0.56
"5_20상향 + 양봉2 + 종가상승2",63.3,30,12.2,0.15
"20아래 + 양봉1 + 종가하락3",63.3,49,12.2,1.29
"60아래 + 음봉4 + 종가하락3",63.2,68,12.1,0.47
"5%하락 + 60아래 + 이격-10",63.2,68,12.1,1.61
"3%하락 + 음봉4 + 종가하락3",63.2,38,12.1,1.72
"3%하락 + 종가하락2 + 종가하락4",63.2,57,12.1,1.31
"3%하락 + 종가하락3 + 종가하락4",63.2,57,12.1,1.31
"3%하락 + 종가하락4",63.2,57,12.1,1.31
"20아래 + 3일-10% + 거래량1.5",63.2,57,12.1,1.41
"7%하락 + 갭하락2 + 종가하락2",63.2,38,12.1,1.69
"갭하락1 + 거래량1.5 + 종가하락2",63.2,57,12.1,0.75
"갭하락2 + 이격-10 + 종가하락3",63.2,38,12.1,1.53
"RSI과매도30 + 갭하락2 + 종가하락2",63.2,38,12.1,1.21
"3%상승 + 60아래 + 이격+5",63.2,38,12.1,0.97
"3%하락 + 3일-10% + 고변동8",63.0,46,11.9,2.21
"3일-10% + 거래량1.5 + 음봉1",63.0,46,11.9,1.22
"3%하락 + 60아래 + 음봉4",63.0,46,11.9,1.10
"RSI과매도20 + 이격-5 + 종가하락2",63.0,46,11.9,0.05
"10일+20% + 3%상승 + 종가상승2",63.0,73,11.9,1.06
"3%하락 + 3일-10% + 종가하락3",63.0,73,11.9,1.50
"20아래 + 거래량1.5 + 이격-10",63.0,73,11.9,0.90
"거래량1.5 + 이격-10",63.0,73,11.9,0.90
"거래량1.5 + 이격-10 + 이격-5",63.0,73,11.9,0.90
"3일-10% + 갭하락2 + 종가하락2",63.0,54,11.9,1.26
"5%하락 + 60아래 + RSI과매도30",63.0,54,11.9,1.83
"3%하락 + 60아래 + 이격-10",62.9,116,11.8,1.21
"10일+20% + 20고점 + 갭상승1",62.9,35,11.8,1.09
"5일-15% + 음봉2 + 이격-10",62.9,35,11.8,0.92
"60아래 + 거래량1.5 + 이격-10",62.9,70,11.8,0.91
"거래량1.5 + 거래량2 + 종가하락2",62.9,35,11.8,1.44
"거래량2 + 종가하락2",62.9,35,11.8,1.44
"20위 + 5_20상향 + 이격+5",62.9,35,11.8,0.66
"5_20상향 + 이격+5",62.9,35,11.8,0.66
"20위 + 5_10상향 + 갭상승1",62.9,35,11.8,0.70
"고변동5 + 음봉1 + 종가상승2",62.9,35,11.8,0.99
"고변동5 + 음봉1 + 종가하락3",62.8,121,11.7,0.94
"20위 + 5%하락 + 60위",62.8,43,11.7,0.91
"거래량1.5 + 이격-5 + 종가하락3",62.8,43,11.7,0.51
"5%하락 + 갭하락2 + 이격-10",62.8,43,11.7,1.49
"20위 + 5_20상향 + 양봉2",62.8,43,11.7,0.31
"5_20상향 + 양봉1 + 양봉2",62.8,43,11.7,0.31
"5_20상향 + 양봉2",62.8,43,11.7,0.31
"3%하락 + RSI과매도30 + 종가하락3",62.7,51,11.6,0.77
"3%하락 + 고변동8 + 이격-10",62.7,51,11.6,1.87
"60아래 + 음봉1 + 종가상승2",62.7,59,11.6,1.27
"5%하락 + 60위 + 음봉1",62.5,72,11.4,0.91
"7%하락 + 거래량1.5 + 고변동8",62.5,32,11.4,0.85
"60위 + 갭하락1 + 종가하락3",62.5,48,11.4,1.46
"20아래 + 3%하락 + 종가하락4",62.5,56,11.4,1.33
"20아래 + 3일-10% + 종가하락4",62.5,40,11.4,1.89
"3%하락 + 3일-10%",62.5,104,11.4,1.71
"3%하락 + 음봉3 + 종가하락4",62.5,40,11.4,1.13
"3일-10% + 종가하락2 + 종가하락4",62.5,40,11.4,1.89
"3일-10% + 종가하락3 + 종가하락4",62.5,40,11.4,1.89
"3일-10% + 종가하락4",62.5,40,11.4,1.89
"5%하락 + 고변동8 + 이격-10",62.5,40,11.4,2.15
"거래량1.5 + 음봉1 + 종가하락2",62.5,80,11.4,0.79
"5_10상향 + 양봉2 + 종가상승3",62.5,32,11.4,1.04
"5%하락 + 갭하락1 + 종가하락3",62.5,40,11.4,0.97
"20위 + 5_10상향 + 이격+5",62.5,48,11.4,0.97
"5_10상향 + 이격+5",62.5,48,11.4,0.97
"20아래 + 갭상승1 + 종가하락3",62.5,32,11.4,0.50
"RSI과매도30 + 갭하락1 + 거래량1.5",62.5,32,11.4,0.97
"60위 + 양봉1 + 종가하락2",62.5,56,11.4,0.63
"RSI과매도20 + 음봉1 + 종가하락2",62.5,40,11.4,0.08
"3%하락 + 거래량1.5 + 음봉1",62.4,117,11.3,0.75
"3일-10% + 60아래 + 이격-10",62.4,85,11.3,1.16
"3%하락 + 3일-10% + 60아래",62.3,77,11.2,1.60
"5%하락 + 고변동5 + 이격-10",62.3,69,11.2,1.69
"20아래 + RSI과매도30 + 거래량1.5",62.3,61,11.2,0.89
"3%하락 + 거래량1.5 + 음봉2",62.3,61,11.2,1.04
"RSI과매도30 + 거래량1.5",62.3,61,11.2,0.89
"RSI과매도30 + 거래량1.5 + 이격-5",62.3,61,11.2,0.89
"20위 + RSI과매수70 + 종가하락2",62.3,53,11.2,0.75
"RSI과매수70 + 종가하락2",62.3,53,11.2,0.75
"음봉4 + 이격-5 + 종가하락4",62.3,53,11.2,0.70
"3%하락 + 갭하락2 + 이격-10",62.3,53,11.2,1.20
"20위 + 5_20상향 + 종가상승2",62.2,45,11.1,0.57
"5_20상향 + 종가상승2",62.2,45,11.1,0.57
"10일+20% + 20위 + 고변동8",62.2,45,11.1,1.08
"10일+20% + 고변동8 + 이격+5",62.2,45,11.1,1.08
"거래량1.5 + 음봉1 + 종가하락3",62.2,45,11.1,0.39
"3일-10% + 7%하락 + 고변동5",62.2,45,11.1,2.27
"10일+20% + 양봉1 + 종가상승3",62.2,74,11.1,0.80
"3%하락 + 60위 + 종가하락3",62.2,37,11.1,1.55
"3일-10% + 고변동5 + 종가하락4",62.2,37,11.1,1.96
"3%하락 + RSI과매도30 + 고변동8",62.2,37,11.1,1.37
"3일-10% + 고변동8 + 종가하락3",62.2,37,11.1,1.71
"3일-10% + 갭하락2 + 음봉2",62.2,37,11.1,1.12
"10일+20% + 3%상승 + 5일+15%",62.1,66,11.0,0.91
"거래량1.5 + 고변동5 + 이격-10",62.1,66,11.0,1.02
"거래량1.5 + 이격-5 + 종가하락2",62.1,66,11.0,0.75
"거래량1.5 + 종가하락2",62.1,95,11.0,0.83
"고변동5 + 음봉4 + 종가하락2",62.1,58,11.0,0.80
"3%하락 + RSI과매도30 + 이격-10",62.1,87,11.0,1.07
"3일-10% + RSI과매도30 + 고변동5",62.1,58,11.0,1.02
"20아래 + 갭하락1 + 종가하락4",62.1,58,11.0,0.73
"60아래 + RSI과매도30 + 거래량1.5",62.1,58,11.0,0.90
"3%하락 + 음봉1 + 이격+5",62.0,79,10.9,0.38
"20아래 + 거래량1.5 + 종가하락3",62.0,50,10.9,0.54
"갭하락2 + 거래량1.5 + 이격-5",62.0,50,10.9,0.99
"3%하락 + 3일-10% + 갭하락2",62.0,50,10.9,1.35
"고변동5 + 고변동8 + 종가하락2",62.0,71,10.9,1.50
"고변동8 + 종가하락2",62.0,71,10.9,1.50
"5%하락 + 음봉1 + 이격-10",62.0,71,10.9,1.59
"3일-10% + 음봉1 + 음봉4",61.9,42,10.8,0.47
"3일-10% + 음봉2 + 음봉4",61.9,42,10.8,0.47
"3일-10% + 음봉3 + 음봉4",61.9,42,10.8,0.47
"3일-10% + 음봉4",61.9,42,10.8,0.47
"20아래 + 3%하락 + 이격-10",61.9,126,10.8,1.17
"3%하락 + 고변동5 + 이격-10",61.9,105,10.8,1.30
"3%하락 + 이격-10",61.9,126,10.8,1.17
"3%하락 + 이격-10 + 이격-5",61.9,126,10.8,1.17
"갭하락1 + 고변동5 + 종가하락3",61.9,63,10.8,0.99
"3%하락 + 갭상승1",61.9,42,10.8,1.22
"3%하락 + 갭상승1 + 고변동5",61.9,42,10.8,1.22
"3%하락 + 갭상승1 + 음봉1",61.9,42,10.8,1.22
"3일-10% + 갭하락2 + 종가하락3",61.9,42,10.8,1.12
"20아래 + 3%하락 + 3일-10%",61.9,97,10.8,1.76
"고변동5 + 음봉1 + 이격+10",61.8,76,10.7,0.63
"5_10상향 + 60위",61.8,110,10.7,0.77
"3일-10% + 거래량1.5 + 이격-5",61.8,55,10.7,1.19
"5%하락 + 60아래 + 거래량1.5",61.8,55,10.7,0.98
"3%하락 + 3일-10% + 이격-5",61.8,89,10.7,1.69
"10일+20% + 3일+10% + 고변동5",61.8,68,10.7,0.72
"60위 + 갭하락2 + 고변동5",61.8,68,10.7,0.84
"3%하락 + RSI과매도30 + 종가하락2",61.8,68,10.7,0.54
"3일-10% + 7%하락 + 갭하락2",61.8,34,10.7,1.66
"3일-10% + 7%하락 + 음봉2",61.8,34,10.7,2.28
"3일-10% + 7%하락 + 이격-10",61.8,34,10.7,1.96
"RSI과매도20 + 음봉1 + 이격-5",61.8,68,10.7,0.22
"3일-10% + 고변동8 + 이격-10",61.7,47,10.6,1.98
"고변동5 + 이격-10 + 종가하락2",61.7,94,10.6,0.80
"3%하락 + 3일-10% + 7%하락",61.7,47,10.6,2.18
"3일-10% + 5%하락 + 7%하락",61.7,47,10.6,2.18
"3일-10% + 5%하락 + 갭하락1",61.7,47,10.6,1.75
"3일-10% + 7%하락",61.7,47,10.6,2.18
"7%하락 + 고변동5 + 종가하락2",61.7,47,10.6,1.79
"20아래 + RSI과매도20 + 종가하락2",61.7,47,10.6,0.01
"60아래 + RSI과매도20 + 종가하락2",61.7,47,10.6,0.01
"RSI과매도20 + RSI과매도30 + 종가하락2",61.7,47,10.6,0.01
"RSI과매도20 + 종가하락2",61.7,47,10.6,0.01
"5%하락 + 음봉1 + 종가하락2",61.6,99,10.5,1.47
"거래량1.5 + 고변동8 + 음봉1",61.5,65,10.4,0.62
"10일+20% + 3%상승 + 갭상승2",61.5,52,10.4,0.97
"갭하락2 + 거래량1.5 + 고변동5",61.5,65,10.4,0.98
"60위 + RSI과매수70 + 종가하락2",61.5,52,10.4,0.76
"5%상승 + 이격+5 + 종가상승3",61.5,52,10.4,1.01
"3일-10% + 고변동5 + 이격-10",61.5,78,10.4,1.50
"고변동5 + 이격-10 + 종가하락4",61.5,39,10.4,1.76
"20아래 + 5일-15% + 음봉2",61.5,39,10.4,0.70
"3일-10% + 갭하락1 + 이격-10",61.5,52,10.4,0.88
"5일-15% + 음봉1 + 음봉2",61.5,39,10.4,0.70
"5일-15% + 음봉2",61.5,39,10.4,0.70
"갭하락1 + 거래량1.5 + 음봉2",61.5,39,10.4,0.49
"갭하락1 + 거래량1.5 + 이격-10",61.5,39,10.4,0.66
"갭상승1 + 이격-5 + 종가상승2",61.5,39,10.4,1.85
"20저점 + 이격-10 + 종가하락3",61.5,39,10.4,0.53
"20아래 + RSI과매도30 + 갭하락2",61.5,65,10.4,1.15
"RSI과매도30 + 갭하락1 + 갭하락2",61.5,65,10.4,1.15
"RSI과매도30 + 갭하락2",61.5,65,10.4,1.15
"RSI과매도20 + 이격-10 + 종가하락2",61.5,39,10.4,-0.10
"20위 + 60아래 + RSI과매수70",61.5,39,10.4,0.56
"60아래 + RSI과매수70",61.5,39,10.4,0.56
"10일+20% + 20위 + 고변동5",61.5,135,10.4,0.81
"10일+20% + 고변동5 + 이격+5",61.5,135,10.4,0.81
"20아래 + 이격-10 + 종가하락3",61.5,96,10.4,0.75
"이격-10 + 이격-5 + 종가하락3",61.5,96,10.4,0.75
"이격-10 + 종가하락2 + 종가하락3",61.5,96,10.4,0.75
"이격-10 + 종가하락3",61.5,96,10.4,0.75
"20아래 + 거래량1.5 + 종가하락2",61.4,83,10.3,0.70
"60아래 + 갭하락2 + 거래량1.5",61.4,57,10.3,1.03
"10일+20% + 5%상승 + 종가상승2",61.4,44,10.3,1.13
"10일+20% + 60위 + 고변동8",61.4,44,10.3,1.02
"10일+20% + 고변동8 + 이격+10",61.4,44,10.3,1.02
"갭하락1 + 갭하락2 + 거래량1.5",61.4,88,10.3,0.74
"갭하락2 + 거래량1.5",61.4,88,10.3,0.74
"3일-10% + 고변동5 + 종가하락2",61.4,88,10.3,1.34
"5_10상향 + 양봉1 + 종가상승3",61.4,44,10.3,1.25
"60아래 + 갭하락1 + 종가하락4",61.4,44,10.3,0.28
"3%상승 + 5_10상향 + 양봉1",61.4,44,10.3,0.58
"60아래 + 거래량1.5 + 종가하락3",61.4,44,10.3,0.33
"3%하락 + 갭하락2 + 거래량2",61.3,31,10.2,1.42
"60위 + 갭하락2 + 거래량1.5",61.3,31,10.2,0.21
"20아래 + 3%하락 + 음봉4",61.3,62,10.2,1.04
"3일-10% + 거래량1.5 + 고변동8",61.3,31,10.2,1.29
"3일-10% + 60아래 + 음봉4",61.3,31,10.2,0.54
"60아래 + RSI과매도30 + 갭하락2",61.3,62,10.2,1.06
"RSI과매도30 + 갭하락2 + 이격-5",61.3,62,10.2,1.15
"갭하락2 + 양봉1 + 이격-10",61.3,31,10.2,1.02
"5_10상향 + 60위 + 갭상승1",61.3,31,10.2,0.36
"3일+10% + 갭상승2 + 음봉1",61.3,31,10.2,2.05
"60아래 + RSI과매수70 + 이격+5",61.3,31,10.2,0.67
"3%하락 + 종가하락2 + 종가하락3",61.3,142,10.2,1.09
"3%하락 + 종가하락3",61.3,142,10.2,1.09
"3%상승 + 5일+15% + 이격+10",61.3,80,10.2,1.08
"3%하락 + 7%하락 + 종가하락2",61.2,49,10.1,1.62
"5%하락 + 7%하락 + 종가하락2",61.2,49,10.1,1.62
"7%하락 + 종가하락2",61.2,49,10.1,1.62
"60아래 + 양봉2 + 이격+5",61.2,49,10.1,0.85
"60위 + 거래량2 + 고변동8",61.1,36,10.0,1.18
"거래량1.5 + 거래량2 + 음봉1",61.1,72,10.0,1.64
"거래량2 + 음봉1",61.1,72,10.0,1.64
"5일+15% + 양봉3 + 종가상승3",61.1,36,10.0,1.18
"5_10하향 + 음봉1 + 종가하락3",61.1,36,10.0,0.57
"3%하락 + 음봉1 + 종가하락4",61.1,54,10.0,1.24
"60위 + 고변동5 + 종가하락3",61.1,36,10.0,1.66
"3%하락 + 이격-10 + 종가하락4",61.1,36,10.0,1.43
"3일-10% + 갭하락1 + 거래량1.5",61.1,36,10.0,0.95
"5%하락 + 60아래 + 종가하락2",61.1,72,10.0,1.21
"5_10상향 + 60위 + 이격+5",61.1,36,10.0,0.84
"RSI과매도30 + 갭하락2 + 이격-10",61.1,54,10.0,1.17
"20저점 + 이격-5 + 종가하락4",61.1,36,10.0,0.76
"양봉1 + 종가하락2 + 종가하락3",61.0,59,9.9,1.40
"양봉1 + 종가하락3",61.0,59,9.9,1.40
"3%하락 + 3일-10% + 음봉1",61.0,100,9.9,1.69
"10일+20% + 5%상승 + 양봉2",61.0,41,9.9,0.45
"20위 + 3%하락 + 이격+5",61.0,82,9.9,0.25
"3%하락 + 이격+5",61.0,82,9.9,0.25
"3일-10% + RSI과매도30 + 음봉2",61.0,41,9.9,0.73
"3%하락 + 60위 + 종가하락2",61.0,105,9.9,1.02
"3%하락 + 60아래 + 종가하락3",61.0,105,9.9,0.92
"3일-10% + 갭하락1 + 갭하락2",60.9,64,9.8,1.26
"3일-10% + 갭하락2",60.9,64,9.8,1.26
"20아래 + 5_10하향 + 종가하락2",60.9,64,9.8,0.36
"20저점 + 이격-5 + 종가하락3",60.9,69,9.8,0.98
"10일+20% + 3%상승 + RSI과매수70",60.9,92,9.8,1.05
"10일+20% + 3일+10% + 5%상승",60.9,46,9.8,1.02
"10일+20% + RSI과매수80 + 종가상승3",60.9,69,9.8,0.89
"10일+20% + 고변동5 + 종가상승3",60.9,46,9.8,0.50
"20위 + 5%하락 + 음봉1",60.9,46,9.8,0.76
"갭하락1 + 이격-5 + 종가하락4",60.9,46,9.8,0.74
"20위 + 60아래 + 종가하락2",60.9,46,9.8,0.26
"60위 + 갭하락2 + 종가하락2",60.9,46,9.8,0.34
"20아래 + RSI과매도20 + 음봉1",60.9,69,9.8,0.19
"RSI과매도20 + RSI과매도30 + 음봉1",60.9,69,9.8,0.19
"RSI과매도20 + 음봉1",60.9,69,9.8,0.19
"20아래 + 3%하락 + 60위",60.8,97,9.7,0.66
"갭하락2 + 고변동5 + 종가하락2",60.8,74,9.7,1.17
"20위 + 고변동5 + 종가하락2",60.8,51,9.7,1.05
"3일-10% + 60아래 + 거래량1.5",60.8,51,9.7,1.14
"3%하락 + 갭하락2 + 종가하락3",60.8,51,9.7,0.65
"3%하락 + 갭하락1 + 거래량1.5",60.8,79,9.7,0.52
"20아래 + 3일-10% + 고변동5",60.7,107,9.6,1.53
"20저점 + 음봉3 + 종가하락2",60.7,56,9.6,0.73
"거래량2 + 고변동5 + 음봉1",60.7,56,9.6,1.74
"갭상승2 + 음봉1 + 이격+10",60.7,56,9.6,1.44
"3%하락 + RSI과매도30 + 고변동5",60.7,84,9.6,1.15
"5%하락 + 거래량1.5 + 이격-5",60.7,56,9.6,0.71
"갭하락2 + 이격-10 + 종가하락2",60.7,56,9.6,0.98
"10일+20% + 60위 + 고변동5",60.6,127,9.5,0.73
"10일+20% + 거래량1.5 + 고변동8",60.6,33,9.5,0.80
"10일+20% + 고변동5 + 이격+10",60.6,132,9.5,0.75
"3일+10% + 5일+15% + 고변동8",60.6,33,9.5,1.04
"3일-10% + 음봉1 + 종가하락4",60.6,33,9.5,1.67
"3일-10% + 음봉4 + 이격-10",60.6,33,9.5,0.67
"3일-10% + 이격-10 + 종가하락4",60.6,33,9.5,1.97
"3일-10% + 60아래 + 종가하락4",60.6,33,9.5,1.69
"20아래 + 50저점 + 종가하락3",60.6,33,9.5,1.05
"20저점 + 3%하락 + 3일-10%",60.6,33,9.5,1.47
"20저점 + 50저점 + 종가하락3",60.6,33,9.5,1.05
"50저점 + 60아래 + 종가하락3",60.6,33,9.5,1.05
"50저점 + 음봉1 + 종가하락3",60.6,33,9.5,1.05
"50저점 + 이격-5 + 종가하락3",60.6,33,9.5,1.05
"50저점 + 종가하락2 + 종가하락3",60.6,33,9.5,1.05
"50저점 + 종가하락3",60.6,33,9.5,1.05
"고변동5 + 양봉1 + 종가하락2",60.6,33,9.5,0.62
"60아래 + RSI과매도30 + 종가상승2",60.6,33,9.5,0.82
"갭하락1 + 고변동8 + 양봉1",60.6,33,9.5,0.91
"10일+20% + 고변동5",60.6,137,9.5,0.70
"5_10하향 + 양봉1",60.6,71,9.5,0.71
"10일+20% + 20위 + 3%상승",60.6,109,9.5,0.94
"10일+20% + 3%상승 + 이격+5",60.6,109,9.5,0.94
"RSI과매도30 + 고변동5 + 음봉1",60.6,109,9.5,0.57
"3%하락 + 5%하락 + 거래량2",60.5,38,9.4,1.57
"5%하락 + 거래량1.5 + 거래량2",60.5,38,9.4,1.57
"5%하락 + 거래량2",60.5,38,9.4,1.57
"5_20상향 + 양봉1 + 종가상승2",60.5,38,9.4,0.32
"RSI과매수70 + 거래량1.5 + 음봉1",60.5,38,9.4,0.98
"5%하락 + 60위 + 갭하락2",60.5,38,9.4,0.86
"갭상승1 + 음봉1 + 종가하락3",60.5,38,9.4,0.26
"갭상승1 + 종가하락2 + 종가하락3",60.5,38,9.4,0.26
"갭상승1 + 종가하락3",60.5,38,9.4,0.26
"10일+20% + 20고점 + 5일+15%",60.5,38,9.4,1.49
"3%하락 + 거래량2 + 고변동5",60.5,43,9.4,1.46
"20위 + 5_10상향 + 60위",60.5,86,9.4,0.85
"RSI과매도30 + 고변동5 + 이격-10",60.5,129,9.4,0.80
"20아래 + 3%하락 + 종가하락3",60.4,134,9.3,1.06
"60아래 + 음봉4 + 종가하락2",60.4,91,9.3,0.30
"60아래 + 이격-10 + 종가하락3",60.4,91,9.3,0.57
"7%하락 + 거래량1.5 + 고변동5",60.4,48,9.3,0.82
"거래량1.5 + 고변동5 + 음봉1",60.4,144,9.3,0.92
"20위 + 3%하락 + 5%하락",60.4,48,9.3,0.69
"20위 + 5%하락",60.4,48,9.3,0.69
"5%하락 + 고변동5 + 종가하락2",60.4,96,9.3,1.52
"거래량1.5 + 음봉1",60.4,197,9.3,0.91
"고변동5 + 음봉2 + 종가하락3",60.4,101,9.3,0.58
"5%상승 + 5일+15% + 이격+10",60.4,53,9.3,1.04
"고변동5 + 음봉3 + 종가하락2",60.4,106,9.3,0.68
"10일+20% + RSI과매수70 + 고변동5",60.3,116,9.2,0.85
"20위 + 5%상승 + 종가상승3",60.3,58,9.2,0.98
"5%하락 + 갭하락1 + 거래량1.5",60.3,58,9.2,0.47
"3%상승 + 5일+15% + RSI과매수70",60.3,63,9.2,1.26
"거래량1.5 + 음봉2 + 이격-5",60.3,63,9.2,0.56
"RSI과매도30 + 이격-10 + 종가하락3",60.3,68,9.2,0.24
"20아래 + 갭하락2 + 종가하락3",60.3,68,9.2,0.75
"60아래 + RSI과매도20 + 음봉1",60.3,68,9.2,0.17
"3일-10% + 고변동5",60.2,118,9.1,1.26
"3%하락 + 거래량1.5 + 거래량2",60.0,55,8.9,1.25
"3%하락 + 거래량2",60.0,55,8.9,1.25
"10_20하향 + 60아래 + 음봉1",60.0,40,8.9,0.25
"10일+20% + 20위 + 양봉2",60.0,110,8.9,0.67
"10일+20% + 3%상승",60.0,110,8.9,0.85
"10일+20% + 3일+10% + RSI과매수70",60.0,80,8.9,1.30
"10일+20% + RSI과매수70 + 고변동8",60.0,40,8.9,0.94
"10일+20% + 고변동5 + 종가상승2",60.0,70,8.9,0.74
"10일+20% + 양봉1 + 양봉2",60.0,110,8.9,0.67
"10일+20% + 양봉2",60.0,110,8.9,0.67
"10일+20% + 양봉2 + 이격+5",60.0,110,8.9,0.67
"20위 + RSI과매수80 + 갭상승2",60.0,60,8.9,0.77
"3일+10% + 5%상승 + RSI과매수70",60.0,50,8.9,1.14
"3일+10% + 5%상승 + 이격+10",60.0,65,8.9,0.76
"5일+15% + 고변동5 + 이격+10",60.0,90,8.9,0.69
"5일+15% + 고변동8 + 이격+10",60.0,35,8.9,1.10
"RSI과매수70 + RSI과매수80 + 갭상승2",60.0,60,8.9,0.77
"RSI과매수80 + 갭상승1 + 갭상승2",60.0,60,8.9,0.77
"RSI과매수80 + 갭상승2",60.0,60,8.9,0.77
"RSI과매수80 + 갭상승2 + 이격+10",60.0,60,8.9,0.77
"RSI과매수80 + 갭상승2 + 이격+5",60.0,60,8.9,0.77
"거래량2 + 고변동8 + 이격+5",60.0,30,8.9,0.98
"3%하락 + 60위 + 갭하락1",60.0,115,8.9,0.50
"3%하락 + 60위 + 갭하락2",60.0,65,8.9,0.54
"10일+20% + 5일+15% + 음봉1",60.0,30,8.9,1.59
"10일+20% + 갭상승1 + 음봉1",60.0,50,8.9,1.24
"60위 + 갭상승1 + 음봉3",60.0,45,8.9,1.02
"10일+20% + 5%상승 + 50고점",60.0,30,8.9,0.72
"3일+10% + 50고점 + 종가상승3",60.0,30,8.9,0.95
"20위 + 3%하락 + 종가하락2",60.0,50,8.9,0.79
"20아래 + 3일-10% + 60위",60.0,35,8.9,1.81
"3%하락 + 음봉2 + 종가하락4",60.0,50,8.9,0.95
"20아래 + 3일-10% + 고변동8",60.0,55,8.9,1.85
"20아래 + 고변동8 + 이격-10",60.0,70,8.9,1.55
"3%하락 + 거래량1.5 + 음봉3",60.0,35,8.9,0.01
"3%하락 + 음봉1 + 이격-10",60.0,120,8.9,1.06
"3일-10% + 고변동5 + 이격-5",60.0,100,8.9,1.43
"3일-10% + 음봉2 + 이격-10",60.0,60,8.9,0.72
"5%하락 + 음봉2 + 이격-10",60.0,50,8.9,1.54
"RSI과매도30 + 고변동8 + 이격-10",60.0,50,8.9,1.03
"거래량1.5 + 음봉2 + 이격-10",60.0,45,8.9,0.20
"거래량1.5 + 음봉2 + 종가하락2",60.0,70,8.9,0.73
"고변동5 + 고변동8 + 이격-10",60.0,70,8.9,1.55
"고변동8 + 이격-10",60.0,70,8.9,1.55
"고변동8 + 이격-10 + 이격-5",60.0,70,8.9,1.55
"20아래 + 3일-10% + 7%하락",60.0,45,8.9,2.12
"3일-10% + 7%하락 + 음봉1",60.0,45,8.9,2.13
"20아래 + 5_10하향 + 음봉3",60.0,45,8.9,0.39
"20저점 + 3%하락 + 종가하락3",60.0,45,8.9,0.83
"20저점 + 3일-10% + 종가하락2",60.0,30,8.9,0.85
"20저점 + 3일-10% + 종가하락3",60.0,30,8.9,0.85
"10_20상향 + 20위 + 60아래",60.0,35,8.9,0.85
"5_10하향 + 60위 + 양봉1",60.0,45,8.9,0.82
"20저점 + 5%하락 + 이격-10",60.0,30,8.9,1.48
"20저점 + 고변동5 + 이격-10",60.0,40,8.9,1.39
"10일+20% + 갭상승2 + 음봉1",60.0,35,8.9,1.58
"3%하락 + 음봉3 + 종가하락2",59.8,112,8.7,0.91
"20위 + 60아래 + 이격+5",59.8,112,8.7,0.57
"60아래 + 이격+5",59.8,112,8.7,0.57
"10일+20% + 3%상승 + 이격+10",59.8,107,8.7,0.85
"10일+20% + 3%상승 + 60위",59.8,102,8.7,0.82
"10일+20% + 20위 + 3일+10%",59.8,92,8.7,1.01
"10일+20% + 3일+10%",59.8,92,8.7,1.01
"10일+20% + 3일+10% + 이격+5",59.8,92,8.7,1.01
"3%하락 + 음봉3 + 이격-5",59.8,92,8.7,0.95
"고변동5 + 음봉3 + 종가하락3",59.8,87,8.7,0.71
"20아래 + 갭하락1 + 거래량1.5",59.8,82,8.7,0.60
"5_10하향 + 종가하락2",59.7,77,8.6,0.29
"60아래 + 양봉1 + 이격+5",59.7,77,8.6,0.73
"10일+20% + 3%상승 + 갭상승1",59.7,72,8.6,0.81
"RSI과매도30 + 고변동5 + 음봉2",59.7,72,8.6,0.33
"20위 + 5_10상향 + 종가상승2",59.7,67,8.6,0.78
"고변동8 + 음봉1 + 종가하락2",59.7,62,8.6,1.28
"60아래 + 고변동8 + 이격-10",59.7,62,8.6,1.30
"20아래 + 음봉1 + 종가상승2",59.7,62,8.6,1.03
"10일+20% + 고변동5 + 양봉2",59.6,57,8.5,0.47
"3일+10% + 5%상승 + 종가상승3",59.6,57,8.5,0.94
"60아래 + 종가하락2 + 종가하락4",59.6,114,8.5,0.77
"60아래 + 종가하락3 + 종가하락4",59.6,114,8.5,0.77
"60아래 + 종가하락4",59.6,114,8.5,0.77
"10일+20% + 3일+10% + 종가상승3",59.6,52,8.5,1.16
"20아래 + RSI과매도30 + 고변동8",59.6,52,8.5,0.97
"3일-10% + 음봉3 + 이격-10",59.6,52,8.5,0.48
"RSI과매도30 + 고변동5 + 고변동8",59.6,52,8.5,0.97
"RSI과매도30 + 고변동8",59.6,52,8.5,0.97
"RSI과매도30 + 고변동8 + 이격-5",59.6,52,8.5,0.97
